Row Labels	Day 5- 23C (Silo 9)	Day 5- 29C (Silo 8)	Day 8- 23C (Silo 9)	Day 8- 29C (Silo 8)
Grand Total	4.44941E+12	9.80015E+12	6.5829E+12	9.77579E+12
CGI_10018876	2.12271E+11	4.33454E+11	3.04729E+11	4.40127E+11
CGI_10022729	2.12395E+11	4.23051E+11	3.02203E+11	4.31278E+11	K1QWP8	K1QWP8_CRAGI	unreviewed	Actin-2	CGI_10022729	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	376
CGI_10019448	2299067120	5365929590	3628309741	6915876122	K1QT00	K1QT00_CRAGI	unreviewed	"ATP synthase subunit alpha, mitochondrial"	CGI_10019448	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	87	GO:0015986
CGI_10019448	2299067120	5365929590	3628309741	6915876122	K1QT00	K1QT00_CRAGI	unreviewed	"ATP synthase subunit alpha, mitochondrial"	CGI_10019448	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	87	GO:0015991
CGI_10019448	2299067120	5365929590	3628309741	6915876122	K1QT00	K1QT00_CRAGI	unreviewed	"ATP synthase subunit alpha, mitochondrial"	CGI_10019448	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	87	GO:0045261
CGI_10019448	2299067120	5365929590	3628309741	6915876122	K1QT00	K1QT00_CRAGI	unreviewed	"ATP synthase subunit alpha, mitochondrial"	CGI_10019448	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	87	GO:0046933
CGI_10019448	2299067120	5365929590	3628309741	6915876122	K1QT00	K1QT00_CRAGI	unreviewed	"ATP synthase subunit alpha, mitochondrial"	CGI_10019448	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	87	GO:0046961
CGI_10015322	38667288	8500445423	2227584900	7391577064	K1RAG5	K1RAG5_CRAGI	unreviewed	Uncharacterized protein	CGI_10015322	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	656	GO:0016021
CGI_10025379	2854697931	6100348178	3726232425	5453312140	K1R832	K1R832_CRAGI	unreviewed	Protein unc-87	CGI_10025379	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	540
CGI_10007104	2484180972	6044689054	4238929695	5288867287	K1PEP0	K1PEP0_CRAGI	unreviewed	40S ribosomal protein S8	CGI_10007104	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	227	GO:0003735
CGI_10007104	2484180972	6044689054	4238929695	5288867287	K1PEP0	K1PEP0_CRAGI	unreviewed	40S ribosomal protein S8	CGI_10007104	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	227	GO:0005840
CGI_10007104	2484180972	6044689054	4238929695	5288867287	K1PEP0	K1PEP0_CRAGI	unreviewed	40S ribosomal protein S8	CGI_10007104	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	227	GO:0006412
CGI_10017454	2349678823	5598884141	3949149790	6017587672	K1Q9P5	K1Q9P5_CRAGI	unreviewed	Mitochondrial-processing peptidase subunit beta	CGI_10017454	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	468	GO:0004222
CGI_10017454	2349678823	5598884141	3949149790	6017587672	K1Q9P5	K1Q9P5_CRAGI	unreviewed	Mitochondrial-processing peptidase subunit beta	CGI_10017454	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	468	GO:0046872
CGI_10028469	2426756354	5757181940	3851562702	5666670214	K1QXS6	K1QXS6_CRAGI	unreviewed	Heterogeneous nuclear ribonucleoprotein A2-like protein 1	CGI_10028469	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	363	GO:0000166
CGI_10028469	2426756354	5757181940	3851562702	5666670214	K1QXS6	K1QXS6_CRAGI	unreviewed	Heterogeneous nuclear ribonucleoprotein A2-like protein 1	CGI_10028469	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	363	GO:0003676
CGI_10028469	2426756354	5757181940	3851562702	5666670214	K1QXS6	K1QXS6_CRAGI	unreviewed	Heterogeneous nuclear ribonucleoprotein A2-like protein 1	CGI_10028469	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	363	GO:0019013
CGI_10028469	2426756354	5757181940	3851562702	5666670214	K1QXS6	K1QXS6_CRAGI	unreviewed	Heterogeneous nuclear ribonucleoprotein A2-like protein 1	CGI_10028469	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	363	GO:0030529
CGI_10015666	2465759124	6298422516	2618384512	6172028728	K1PTY5	K1PTY5_CRAGI	unreviewed	Protocadherin Fat 4	CGI_10015666	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	10119	GO:0005509
CGI_10015666	2465759124	6298422516	2618384512	6172028728	K1PTY5	K1PTY5_CRAGI	unreviewed	Protocadherin Fat 4	CGI_10015666	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	10119	GO:0005886
CGI_10015666	2465759124	6298422516	2618384512	6172028728	K1PTY5	K1PTY5_CRAGI	unreviewed	Protocadherin Fat 4	CGI_10015666	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	10119	GO:0007156
CGI_10015666	2465759124	6298422516	2618384512	6172028728	K1PTY5	K1PTY5_CRAGI	unreviewed	Protocadherin Fat 4	CGI_10015666	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	10119	GO:0016021
CGI_10000595	1846071734	5578956633	4509999775	5571340672	K1PM66	K1PM66_CRAGI	unreviewed	60S ribosomal protein L12	CGI_10000595	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	167	GO:0003735
CGI_10000595	1846071734	5578956633	4509999775	5571340672	K1PM66	K1PM66_CRAGI	unreviewed	60S ribosomal protein L12	CGI_10000595	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	167	GO:0005840
CGI_10000595	1846071734	5578956633	4509999775	5571340672	K1PM66	K1PM66_CRAGI	unreviewed	60S ribosomal protein L12	CGI_10000595	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	167	GO:0006412
CGI_10009164	1846071734	5578956633	4509999775	5571340672	K1Q2L2	K1Q2L2_CRAGI	unreviewed	60S ribosomal protein L12	CGI_10009164	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	176	GO:0003735
CGI_10009164	1846071734	5578956633	4509999775	5571340672	K1Q2L2	K1Q2L2_CRAGI	unreviewed	60S ribosomal protein L12	CGI_10009164	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	176	GO:0005840
CGI_10009164	1846071734	5578956633	4509999775	5571340672	K1Q2L2	K1Q2L2_CRAGI	unreviewed	60S ribosomal protein L12	CGI_10009164	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	176	GO:0006412
CGI_10021647	2184192414	5773839506	4017624230	5211411277	K1RJH5	K1RJH5_CRAGI	unreviewed	Polyadenylate-binding protein (PABP)	CGI_10021647	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	646	GO:0000166
CGI_10021647	2184192414	5773839506	4017624230	5211411277	K1RJH5	K1RJH5_CRAGI	unreviewed	Polyadenylate-binding protein (PABP)	CGI_10021647	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	646	GO:0003723
CGI_10021647	2184192414	5773839506	4017624230	5211411277	K1RJH5	K1RJH5_CRAGI	unreviewed	Polyadenylate-binding protein (PABP)	CGI_10021647	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	646	GO:0005737
CGI_10009847	1415520498	6797402640	2482826953	6417151971	K1QCE7	K1QCE7_CRAGI	unreviewed	Uncharacterized protein	CGI_10009847	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	876
CGI_10026535	2101798518	5713137289	4347514556	4823257304	K1R512	K1R512_CRAGI	unreviewed	Uncharacterized protein	CGI_10026535	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1078	GO:0003712
CGI_10026535	2101798518	5713137289	4347514556	4823257304	K1R512	K1R512_CRAGI	unreviewed	Uncharacterized protein	CGI_10026535	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1078	GO:0005525
CGI_10026535	2101798518	5713137289	4347514556	4823257304	K1R512	K1R512_CRAGI	unreviewed	Uncharacterized protein	CGI_10026535	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1078	GO:0007264
CGI_10026535	2101798518	5713137289	4347514556	4823257304	K1R512	K1R512_CRAGI	unreviewed	Uncharacterized protein	CGI_10026535	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1078	GO:0016020
CGI_10026535	2101798518	5713137289	4347514556	4823257304	K1R512	K1R512_CRAGI	unreviewed	Uncharacterized protein	CGI_10026535	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1078	GO:0016442
CGI_10026535	2101798518	5713137289	4347514556	4823257304	K1R512	K1R512_CRAGI	unreviewed	Uncharacterized protein	CGI_10026535	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1078	GO:0035194
CGI_10020975	3314793071	5414350752	4232438763	3948735885
CGI_10026681	2890285728	6444585948	2951773212	4613871726	K1RA77	K1RA77_CRAGI	unreviewed	Ubiquitin	CGI_10026681	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	222	GO:0005737
CGI_10013163	3294067227	5411408318	4551764439	3399523060	K1QFV5	K1QFV5_CRAGI	unreviewed	Tropomyosin	CGI_10013163	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	300
CGI_10006022	3596814265	4989377166	3459950380	4501956598	K1P9J9	K1P9J9_CRAGI	unreviewed	C-jun-amino-terminal kinase-interacting protein 4	CGI_10006022	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1556	GO:0016301
CGI_10002594	1721779663	6188360434	2802851066	5796289255	K1PKN1	K1PKN1_CRAGI	unreviewed	Heat shock protein 68	CGI_10002594	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	634	GO:0005524
CGI_10010646	1721779663	6188360434	2802851066	5796289255	K1Q7Y6	K1Q7Y6_CRAGI	unreviewed	Heat shock protein 70 B2	CGI_10010646	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	634	GO:0005524
CGI_10010647	1721779663	6188360434	2802851066	5796289255	K1QG22	K1QG22_CRAGI	unreviewed	Heat shock protein 70 B2	CGI_10010647	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	634	GO:0005524
CGI_10019801	1746564635	5744791440	3250449835	5329525404	K1R8R6	K1R8R6_CRAGI	unreviewed	Fructose-bisphosphate aldolase (EC 4.1.2.13)	CGI_10019801	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	398	GO:0004332
CGI_10019801	1746564635	5744791440	3250449835	5329525404	K1R8R6	K1R8R6_CRAGI	unreviewed	Fructose-bisphosphate aldolase (EC 4.1.2.13)	CGI_10019801	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	398	GO:0006096
CGI_10013845	2338707320	4823367846	3775345656	5080136774	K1QFR9	K1QFR9_CRAGI	unreviewed	Spectrin beta chain	CGI_10013845	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	2419	GO:0005200
CGI_10013845	2338707320	4823367846	3775345656	5080136774	K1QFR9	K1QFR9_CRAGI	unreviewed	Spectrin beta chain	CGI_10013845	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	2419	GO:0005543
CGI_10013845	2338707320	4823367846	3775345656	5080136774	K1QFR9	K1QFR9_CRAGI	unreviewed	Spectrin beta chain	CGI_10013845	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	2419	GO:0008091
CGI_10027157	2401218065	5151430788	3602420829	4779204382	K1PPP8	K1PPP8_CRAGI	unreviewed	Vigilin	CGI_10027157	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1246	GO:0003723
CGI_10017823	1848096032	6072942197	2883964659	5084200404	K1R973	K1R973_CRAGI	unreviewed	Chloride intracellular channel exc-4	CGI_10017823	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	292
CGI_10017958	2783779821	4961022443	3350221959	4355960401	K1QDI4	K1QDI4_CRAGI	unreviewed	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	CGI_10017958	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	156	GO:0004784
CGI_10017958	2783779821	4961022443	3350221959	4355960401	K1QDI4	K1QDI4_CRAGI	unreviewed	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	CGI_10017958	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	156	GO:0046872
CGI_10004346	2657332113	4735793264	3794239390	4249235534	K1R466	K1R466_CRAGI	unreviewed	T-complex protein 1 subunit gamma	CGI_10004346	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	580	GO:0005524
CGI_10004346	2657332113	4735793264	3794239390	4249235534	K1R466	K1R466_CRAGI	unreviewed	T-complex protein 1 subunit gamma	CGI_10004346	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	580	GO:0005737
CGI_10004346	2657332113	4735793264	3794239390	4249235534	K1R466	K1R466_CRAGI	unreviewed	T-complex protein 1 subunit gamma	CGI_10004346	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	580	GO:0006457
CGI_10025556	1752219567	5716910778	2934588726	5031516019	K1RTQ6	K1RTQ6_CRAGI	unreviewed	Fructose-bisphosphate aldolase (EC 4.1.2.13)	CGI_10025556	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	363	GO:0004332
CGI_10025556	1752219567	5716910778	2934588726	5031516019	K1RTQ6	K1RTQ6_CRAGI	unreviewed	Fructose-bisphosphate aldolase (EC 4.1.2.13)	CGI_10025556	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	363	GO:0006096
CGI_10019050	1698358717	4993991954	3199498654	5363000019	K1QCC1	K1QCC1_CRAGI	unreviewed	Phosphoglycerate kinase (EC 2.7.2.3)	CGI_10019050	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	406	GO:0004618
CGI_10019050	1698358717	4993991954	3199498654	5363000019	K1QCC1	K1QCC1_CRAGI	unreviewed	Phosphoglycerate kinase (EC 2.7.2.3)	CGI_10019050	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	406	GO:0005524
CGI_10019050	1698358717	4993991954	3199498654	5363000019	K1QCC1	K1QCC1_CRAGI	unreviewed	Phosphoglycerate kinase (EC 2.7.2.3)	CGI_10019050	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	406	GO:0006096
CGI_10017309	1863004909	5214806583	3060285436	5056644771	K1PUJ1	K1PUJ1_CRAGI	unreviewed	Radixin	CGI_10017309	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	588	GO:0005737
CGI_10017309	1863004909	5214806583	3060285436	5056644771	K1PUJ1	K1PUJ1_CRAGI	unreviewed	Radixin	CGI_10017309	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	588	GO:0005856
CGI_10017309	1863004909	5214806583	3060285436	5056644771	K1PUJ1	K1PUJ1_CRAGI	unreviewed	Radixin	CGI_10017309	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	588	GO:0019898
CGI_10006000	1974678957	5028938899	4082363112	3973912433	K1PVW0	K1PVW0_CRAGI	unreviewed	S-adenosylmethionine synthase (EC 2.5.1.6)	CGI_10006000	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	411	GO:0004478
CGI_10006000	1974678957	5028938899	4082363112	3973912433	K1PVW0	K1PVW0_CRAGI	unreviewed	S-adenosylmethionine synthase (EC 2.5.1.6)	CGI_10006000	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	411	GO:0005524
CGI_10006000	1974678957	5028938899	4082363112	3973912433	K1PVW0	K1PVW0_CRAGI	unreviewed	S-adenosylmethionine synthase (EC 2.5.1.6)	CGI_10006000	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	411	GO:0006556
CGI_10006000	1974678957	5028938899	4082363112	3973912433	K1PVW0	K1PVW0_CRAGI	unreviewed	S-adenosylmethionine synthase (EC 2.5.1.6)	CGI_10006000	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	411	GO:0006730
CGI_10006000	1974678957	5028938899	4082363112	3973912433	K1PVW0	K1PVW0_CRAGI	unreviewed	S-adenosylmethionine synthase (EC 2.5.1.6)	CGI_10006000	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	411	GO:0046872
CGI_10003553	1526447697	5451478325	1941323338	6129624928	K1PCW7	K1PCW7_CRAGI	unreviewed	Uncharacterized protein	CGI_10003553	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	480
CGI_10012348	1481809859	2733101285	5808985287	4767870697	K1PPU7	K1PPU7_CRAGI	unreviewed	Hemicentin-1	CGI_10012348	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	5788
CGI_10008390	1250669037	5215593049	2592403473	5701237929	K1QVF8	K1QVF8_CRAGI	unreviewed	Uncharacterized protein in QAH/OAS sulfhydrylase 3'region (Fragment)	CGI_10008390	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	65	GO:0006950
CGI_10008101	2197875476	4870492465	3396619246	4218060858
CGI_10006482	3493553995	3578031031	3409492451	3968295620	K1PMY9	K1PMY9_CRAGI	unreviewed	Calmodulin	CGI_10006482	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	713	GO:0005509
CGI_10026186	1969060531	4656593672	3018385053	4800686205	K1Q056	K1Q056_CRAGI	unreviewed	Calpain-A	CGI_10026186	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1011	GO:0004198
CGI_10026186	1969060531	4656593672	3018385053	4800686205	K1Q056	K1Q056_CRAGI	unreviewed	Calpain-A	CGI_10026186	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1011	GO:0005509
CGI_10026186	1969060531	4656593672	3018385053	4800686205	K1Q056	K1Q056_CRAGI	unreviewed	Calpain-A	CGI_10026186	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	1011	GO:0005622
CGI_10007812	1268562406	5454131899	2092465986	5480281475	K1QY50	K1QY50_CRAGI	unreviewed	Low-density lipoprotein receptor-related protein 6	CGI_10007812	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	683	GO:0005044
CGI_10007812	1268562406	5454131899	2092465986	5480281475	K1QY50	K1QY50_CRAGI	unreviewed	Low-density lipoprotein receptor-related protein 6	CGI_10007812	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	683	GO:0016020
CGI_10015642	1817091125	4405792396	2960505933	5098839638	K1PU26	K1PU26_CRAGI	unreviewed	Malate dehydrogenase (EC 1.1.1.37) (Fragment)	CGI_10015642	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	331	GO:0005975
CGI_10015642	1817091125	4405792396	2960505933	5098839638	K1PU26	K1PU26_CRAGI	unreviewed	Malate dehydrogenase (EC 1.1.1.37) (Fragment)	CGI_10015642	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	331	GO:0006099
CGI_10015642	1817091125	4405792396	2960505933	5098839638	K1PU26	K1PU26_CRAGI	unreviewed	Malate dehydrogenase (EC 1.1.1.37) (Fragment)	CGI_10015642	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	331	GO:0006108
CGI_10015642	1817091125	4405792396	2960505933	5098839638	K1PU26	K1PU26_CRAGI	unreviewed	Malate dehydrogenase (EC 1.1.1.37) (Fragment)	CGI_10015642	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	331	GO:0030060
CGI_10011125	1400026254	5452253386	2474315140	4951218786	K1PBB1	K1PBB1_CRAGI	unreviewed	Stress-induced-phosphoprotein 1	CGI_10011125	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	564
CGI_10008531	2115410423	4736876475	2923867528	4470789521	K1R7F6	K1R7F6_CRAGI	unreviewed	Cystathionine gamma-lyase	CGI_10008531	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	425	GO:0016829
CGI_10008531	2115410423	4736876475	2923867528	4470789521	K1R7F6	K1R7F6_CRAGI	unreviewed	Cystathionine gamma-lyase	CGI_10008531	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	425	GO:0030170
CGI_10021397	1165943555	5013466661	2928764236	5126496371	K1RCW3	K1RCW3_CRAGI	unreviewed	Elongation factor 1-beta	CGI_10021397	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	220	GO:0003746
CGI_10021397	1165943555	5013466661	2928764236	5126496371	K1RCW3	K1RCW3_CRAGI	unreviewed	Elongation factor 1-beta	CGI_10021397	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	220	GO:0005853
CGI_10017227	1886441972	4973938304	2535342214	4749895303	K1QRQ2	K1QRQ2_CRAGI	unreviewed	"Glutamate dehydrogenase 1, mitochondrial"	CGI_10017227	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	542	GO:0004352
CGI_10017227	1886441972	4973938304	2535342214	4749895303	K1QRQ2	K1QRQ2_CRAGI	unreviewed	"Glutamate dehydrogenase 1, mitochondrial"	CGI_10017227	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	542	GO:0006520
CGI_10008455	1958934117	4867155819	2584628697	4725703132	K1PDA4	K1PDA4_CRAGI	unreviewed	Collagen alpha-4(VI) chain	CGI_10008455	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	3364	GO:0005581
CGI_10008056	1779949556	2764980766	2989027660	6522988448
CGI_10008061	1779949556	2764980766	2989027660	6522988448
CGI_10008067	1779949556	2764980766	2989027660	6522988448
CGI_10008072	1779949556	2764980766	2989027660	6522988448
CGI_10008077	1779949556	2764980766	2989027660	6522988448
CGI_10008082	1779949556	2764980766	2989027660	6522988448
CGI_10008087	1779949556	2764980766	2989027660	6522988448
CGI_10023458	1605911298	4828293428	2643211309	4863058921
CGI_10028508	1034818691	4603836907	3220826916	5076768147	K1R7J6	K1R7J6_CRAGI	unreviewed	Putative sodium/potassium-transporting ATPase subunit beta-2	CGI_10028508	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	313	GO:0005890
CGI_10028508	1034818691	4603836907	3220826916	5076768147	K1R7J6	K1R7J6_CRAGI	unreviewed	Putative sodium/potassium-transporting ATPase subunit beta-2	CGI_10028508	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	313	GO:0006813
CGI_10028508	1034818691	4603836907	3220826916	5076768147	K1R7J6	K1R7J6_CRAGI	unreviewed	Putative sodium/potassium-transporting ATPase subunit beta-2	CGI_10028508	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	313	GO:0006814
CGI_10019706	1264582563	5910302633	3069870784	3666838049	K1QI14	K1QI14_CRAGI	unreviewed	40S ribosomal protein S3a	CGI_10019706	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	262	GO:0003735
CGI_10019706	1264582563	5910302633	3069870784	3666838049	K1QI14	K1QI14_CRAGI	unreviewed	40S ribosomal protein S3a	CGI_10019706	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	262	GO:0006412
CGI_10019706	1264582563	5910302633	3069870784	3666838049	K1QI14	K1QI14_CRAGI	unreviewed	40S ribosomal protein S3a	CGI_10019706	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	262	GO:0022627
CGI_10006413	1855863941	4745386963	3213392978	3831234466	K1PF96	K1PF96_CRAGI	unreviewed	Spliceosome RNA helicase BAT1	CGI_10006413	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	486	GO:0003676
CGI_10006413	1855863941	4745386963	3213392978	3831234466	K1PF96	K1PF96_CRAGI	unreviewed	Spliceosome RNA helicase BAT1	CGI_10006413	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	486	GO:0004386
CGI_10006413	1855863941	4745386963	3213392978	3831234466	K1PF96	K1PF96_CRAGI	unreviewed	Spliceosome RNA helicase BAT1	CGI_10006413	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	486	GO:0005524
CGI_10022551	1156850400	4771538392	2434554575	5229037848	K1RM05	K1RM05_CRAGI	unreviewed	Uncharacterized protein yfeX	CGI_10022551	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	271	GO:0004601
CGI_10022551	1156850400	4771538392	2434554575	5229037848	K1RM05	K1RM05_CRAGI	unreviewed	Uncharacterized protein yfeX	CGI_10022551	Crassostrea gigas (Pacific oyster) (Crassostrea angulata)	271	GO:0020037
