Protein	Len	3	4	8	11	12	16	LogFoldChange	absolute value logfoldchange	Zstatistic	absolute value z statistic	fdr	FDRup	FDRdown																												
CHOYP_DWIL_GK17319.1.1|m.58968	156	6	14	9	4	6	3	-0.772	0.772	-2.1806	2.1806	0	0.558657	0	CHOYP_DWIL_GK17319.1.1|m.58968	Q90879	UB2V1_CHICK	57.04	142	61	0	14	155	2	143	4.00E-59	186	1	Q90879	UB2V1_CHICK	reviewed	Ubiquitin-conjugating enzyme E2 variant 1 (UEV-1) (CROC-1B)	UBE2V1	Gallus gallus (Chicken)	145	postreplication repair [GO:0006301]; protein K63-linked ubiquitination [GO:0070534]	GO:0005634; GO:0005737; GO:0006301; GO:0031625; GO:0061630; GO:0070534				PF00179;	cytoplasm [GO:0005737]; nucleus [GO:0005634]; ubiquitin protein ligase activity [GO:0061630]; ubiquitin protein ligase binding [GO:0031625]; postreplication repair [GO:0006301]; protein K63-linked ubiquitination [GO:0070534]
CHOYP_CBG11254.1.1|m.9107	102	9	11	7	5	7	0	-0.711	0.711	-2.1732	2.1732	0	0.55881	0																												
CHOYP_BRAFLDRAFT_93411.3.3|m.54402	2342	11	7	12	6	5	4	-0.686	0.686	-2.1642	2.1642	0	0.558998	0	CHOYP_BRAFLDRAFT_93411.3.3|m.54402	O97758	ZO1_CANLF	47.12	399	198	8	432	825	413	803	1.00E-95	348	1	O97758	ZO1_CANLF	reviewed	Tight junction protein ZO-1 (Tight junction protein 1) (Zona occludens protein 1) (Zonula occludens protein 1)	TJP1 ZO1	Canis lupus familiaris (Dog) (Canis familiaris)	1769	bicellular tight junction assembly [GO:0070830]; cellular response to calcium ion [GO:0071277]	GO:0005886; GO:0005911; GO:0005921; GO:0005923; GO:0009986; GO:0031410; GO:0070830; GO:0071277				PF00625;PF00595;PF07653;PF00791;	bicellular tight junction [GO:0005923]; cell surface [GO:0009986]; cell-cell junction [GO:0005911]; cytoplasmic vesicle [GO:0031410]; gap junction [GO:0005921]; plasma membrane [GO:0005886]; bicellular tight junction assembly [GO:0070830]; cellular response to calcium ion [GO:0071277]
CHOYP_RPB3.1.1|m.45705	274	10	6	8	6	3	1	-0.864	0.864	-2.1633	2.1633	0	0.559017	0	CHOYP_RPB3.1.1|m.45705	Q3T0Q3	RPB3_BOVIN	73.36	274	72	1	1	273	1	274	3.00E-158	449	1	Q3T0Q3	RPB3_BOVIN	reviewed	DNA-directed RNA polymerase II subunit RPB3 (RNA polymerase II subunit 3) (RNA polymerase II subunit B3) (DNA-directed RNA polymerase II subunit C)	POLR2C	Bos taurus (Bovine)	275	transcription from RNA polymerase II promoter [GO:0006366]	GO:0003677; GO:0003899; GO:0005634; GO:0005665; GO:0005829; GO:0006366; GO:0015630				PF01000;PF01193;	"cytosol [GO:0005829]; DNA-directed RNA polymerase II, core complex [GO:0005665]; microtubule cytoskeleton [GO:0015630]; nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; transcription from RNA polymerase II promoter [GO:0006366]"
CHOYP_DHB14.1.1|m.13441	285	6	4	4	2	1	1	-1.318	1.318	-2.1597	2.1597	0	0.559093	0	CHOYP_DHB14.1.1|m.13441	Q9MYP6	DHB14_BOVIN	50	258	124	2	19	276	4	256	2.00E-84	261	1	Q9MYP6	DHB14_BOVIN	reviewed	17-beta-hydroxysteroid dehydrogenase 14 (17-beta-HSD 14) (EC 1.1.1.-) (17-beta-hydroxysteroid dehydrogenase DHRS10) (Dehydrogenase/reductase SDR family member 10) (Retinal short-chain dehydrogenase/reductase retSDR3)	HSD17B14 DHRS10 SDR3	Bos taurus (Bovine)	270	steroid catabolic process [GO:0006706]	GO:0004303; GO:0005829; GO:0006706; GO:0047045					cytosol [GO:0005829]; estradiol 17-beta-dehydrogenase activity [GO:0004303]; testosterone 17-beta-dehydrogenase (NADP+) activity [GO:0047045]; steroid catabolic process [GO:0006706]
CHOYP_LOC584062.1.1|m.62279	293	6	9	4	3	4	0	-0.887	0.887	-2.1526	2.1526	0	0.559243	0	CHOYP_LOC584062.1.1|m.62279	O00625	PIR_HUMAN	51.58	285	136	2	2	285	3	286	1.00E-103	311	1	O00625	PIR_HUMAN	reviewed	"Pirin (EC 1.13.11.24) (Probable quercetin 2,3-dioxygenase PIR) (Probable quercetinase)"	PIR	Homo sapiens (Human)	290	"monocyte differentiation [GO:0030224]; regulation of transcription, DNA-templated [GO:0006355]; transcription from RNA polymerase II promoter [GO:0006366]"	GO:0003712; GO:0005634; GO:0005737; GO:0005829; GO:0006355; GO:0006366; GO:0008127; GO:0030224; GO:0046872	PATHWAY: Flavonoid metabolism; quercetin degradation.			PF02678;PF05726;	"cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; metal ion binding [GO:0046872]; quercetin 2,3-dioxygenase activity [GO:0008127]; transcription cofactor activity [GO:0003712]; monocyte differentiation [GO:0030224]; regulation of transcription, DNA-templated [GO:0006355]; transcription from RNA polymerase II promoter [GO:0006366]"
CHOYP_VAV2.3.3|m.62875	830	4	6	6	1	4	1	-1.011	1.011	-2.1508	2.1508	0	0.559282	0	CHOYP_VAV2.3.3|m.62875	Q45FX5	VAV_CAEEL	33.76	631	351	15	195	768	40	660	2.00E-97	332	1	Q45FX5	VAV_CAEEL	reviewed	Protein vav-1	vav-1 C35B8.2	Caenorhabditis elegans	1007	intracellular signal transduction [GO:0035556]; negative regulation of Notch signaling pathway [GO:0045746]; regulation of Rho protein signal transduction [GO:0035023]; regulation of vulval development [GO:0040028]	GO:0005089; GO:0005622; GO:0035023; GO:0035556; GO:0040028; GO:0045746; GO:0046872			cd00029;cd00014;	PF00130;PF00307;PF00169;PF00621;PF00017;PF07653;	intracellular [GO:0005622]; metal ion binding [GO:0046872]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]; intracellular signal transduction [GO:0035556]; negative regulation of Notch signaling pathway [GO:0045746]; regulation of Rho protein signal transduction [GO:0035023]; regulation of vulval development [GO:0040028]
CHOYP_SMP_149390.1.1|m.8819	902	10	7	3	5	1	2	-0.937	0.937	-2.1505	2.1505	0	0.559288	0	CHOYP_SMP_149390.1.1|m.8819	Q8C419	GP158_MOUSE	35.71	112	55	5	278	385	263	361	2.00E-11	72	1	Q8C419	GP158_MOUSE	reviewed	Probable G-protein coupled receptor 158	Gpr158 Kiaa1136	Mus musculus (Mouse)	1200	G-protein coupled receptor signaling pathway [GO:0007186]; protein localization to plasma membrane [GO:0072659]	GO:0004930; GO:0005886; GO:0007186; GO:0016020; GO:0016021; GO:0072659				PF00003;	integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]; G-protein coupled receptor activity [GO:0004930]; G-protein coupled receptor signaling pathway [GO:0007186]; protein localization to plasma membrane [GO:0072659]
CHOYP_MAN2B1.1.1|m.38450	1023	6	4	5	0	1	3	-1.149	1.149	-2.1466	2.1466	0	0.559371	0	CHOYP_MAN2B1.1.1|m.38450	Q29451	MA2B1_BOVIN	49.65	1007	448	14	26	1021	35	993	0	947	1	Q29451	MA2B1_BOVIN	reviewed	Lysosomal alpha-mannosidase (Laman) (EC 3.2.1.24) (Lysosomal acid alpha-mannosidase) (Mannosidase alpha class 2B member 1) (Mannosidase alpha-B) [Cleaved into: Lysosomal alpha-mannosidase A peptide; Lysosomal alpha-mannosidase B peptide; Lysosomal alpha-mannosidase C peptide; Lysosomal alpha-mannosidase D peptide; Lysosomal alpha-mannosidase E peptide]	MAN2B1 MANB	Bos taurus (Bovine)	999	learning or memory [GO:0007611]; mannose metabolic process [GO:0006013]; protein deglycosylation [GO:0006517]	GO:0004559; GO:0005615; GO:0005764; GO:0006013; GO:0006517; GO:0007611; GO:0008270; GO:0030246; GO:0070062				PF09261;PF01074;PF07748;	extracellular exosome [GO:0070062]; extracellular space [GO:0005615]; lysosome [GO:0005764]; alpha-mannosidase activity [GO:0004559]; carbohydrate binding [GO:0030246]; zinc ion binding [GO:0008270]; learning or memory [GO:0007611]; mannose metabolic process [GO:0006013]; protein deglycosylation [GO:0006517]
CHOYP_contig_013837|m.15768	117	9	9	5	6	3	1	-0.819	0.819	-2.1408	2.1408	0	0.559496	0																												
CHOYP_contig_023538|m.26787	101	8	19	9	6	7	6	-0.629	0.629	-2.1277	2.1277	0	0.559781	0																												
CHOYP_BRAFLDRAFT_91636.1.11|m.28449	505	17	20	15	10	11	10	-0.502	0.502	-2.1191	2.1191	0	0.559969	0	CHOYP_BRAFLDRAFT_91636.1.11|m.28449	Q53G44	IF44L_HUMAN	40.68	295	164	5	198	488	146	433	4.00E-59	207	1	Q53G44	IF44L_HUMAN	reviewed	Interferon-induced protein 44-like	IFI44L C1orf29 GS3686	Homo sapiens (Human)	452	defense response to virus [GO:0051607]	GO:0005525; GO:0005737; GO:0051607				PF01926;	cytoplasm [GO:0005737]; GTP binding [GO:0005525]; defense response to virus [GO:0051607]
CHOYP_contig_026129|m.29781	246	8	10	11	5	8	0	-0.7	0.7	-2.1117	2.1117	0	0.560133	0																												
CHOYP_LOC101154772.1.1|m.55397	383	5	11	2	2	4	0	-0.944	0.944	-2.11	2.11	0	0.560171	0	CHOYP_LOC101154772.1.1|m.55397	P49442	INPP_MOUSE	43.26	386	195	8	8	376	4	382	2.00E-100	310	1	P49442	INPP_MOUSE	reviewed	Inositol polyphosphate 1-phosphatase (IPP) (IPPase) (EC 3.1.3.57)	Inpp1	Mus musculus (Mouse)	396	phosphatidylinositol phosphorylation [GO:0046854]	GO:0004441; GO:0046854; GO:0046872	PATHWAY: Signal transduction; phosphatidylinositol signaling pathway.			PF00459;	"inositol-1,4-bisphosphate 1-phosphatase activity [GO:0004441]; metal ion binding [GO:0046872]; phosphatidylinositol phosphorylation [GO:0046854]"
CHOYP_LOC100123521.1.2|m.20656	367	12	18	11	7	8	9	-0.525	0.525	-2.1012	2.1012	0	0.560368	0																												
CHOYP_VAV2.1.3|m.40262	893	4	8	7	1	5	2	-0.87	0.87	-2.098	2.098	0	0.56044	0	CHOYP_VAV2.1.3|m.40262	Q60992	VAV2_MOUSE	39.4	934	446	23	4	888	2	864	0	621	1	Q60992	VAV2_MOUSE	reviewed	Guanine nucleotide exchange factor VAV2 (VAV-2)	Vav2	Mus musculus (Mouse)	868	angiogenesis [GO:0001525]; cell migration [GO:0016477]; cell projection assembly [GO:0030031]; lamellipodium assembly [GO:0030032]; platelet activation [GO:0030168]; positive regulation of phosphatidylinositol 3-kinase activity [GO:0043552]; regulation of blood coagulation [GO:0030193]; regulation of cell size [GO:0008361]; regulation of gene expression [GO:0010468]; regulation of GTPase activity [GO:0043087]; regulation of Rho protein signal transduction [GO:0035023]; small GTPase mediated signal transduction [GO:0007264]	GO:0001525; GO:0005085; GO:0005089; GO:0005154; GO:0005737; GO:0005829; GO:0005886; GO:0007264; GO:0008361; GO:0010468; GO:0016477; GO:0030031; GO:0030032; GO:0030168; GO:0030193; GO:0035023; GO:0043087; GO:0043552; GO:0046872			cd00029;cd00014;	PF00130;PF11971;PF00169;PF00621;PF00017;PF07653;	cytoplasm [GO:0005737]; cytosol [GO:0005829]; plasma membrane [GO:0005886]; epidermal growth factor receptor binding [GO:0005154]; guanyl-nucleotide exchange factor activity [GO:0005085]; metal ion binding [GO:0046872]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]; angiogenesis [GO:0001525]; cell migration [GO:0016477]; cell projection assembly [GO:0030031]; lamellipodium assembly [GO:0030032]; platelet activation [GO:0030168]; positive regulation of phosphatidylinositol 3-kinase activity [GO:0043552]; regulation of blood coagulation [GO:0030193]; regulation of cell size [GO:0008361]; regulation of gene expression [GO:0010468]; regulation of GTPase activity [GO:0043087]; regulation of Rho protein signal transduction [GO:0035023]; small GTPase mediated signal transduction [GO:0007264]
CHOYP_BRAFLDRAFT_117365.2.2|m.31681	397	1	9	0	0	0	0	-1.362	1.362	-2.0966	2.0966	0	0.560471	0	CHOYP_BRAFLDRAFT_117365.2.2|m.31681	O43247	TEX33_HUMAN	27.31	216	138	6	189	395	74	279	1.00E-12	71.2	1	O43247	TEX33_HUMAN	reviewed	Testis-expressed protein 33	TEX33 C22orf33 EAN57	Homo sapiens (Human)	280						PF15400;	
CHOYP_CCAR1.1.1|m.25430	1100	6	7	9	3	6	1	-0.82	0.82	-2.095	2.095	0	0.560507	0	CHOYP_CCAR1.1.1|m.25430	Q641G3	CCAR1_XENLA	46.08	829	373	11	305	1099	369	1157	0	666	1	Q641G3	CCAR1_XENLA	reviewed	Cell division cycle and apoptosis regulator protein 1	ccar1	Xenopus laevis (African clawed frog)	1157	"cell cycle [GO:0007049]; regulation of transcription, DNA-templated [GO:0006355]; regulation of translation [GO:0006417]"	GO:0006355; GO:0006417; GO:0007049; GO:0048471				PF14443;PF14444;PF02037;	"perinuclear region of cytoplasm [GO:0048471]; cell cycle [GO:0007049]; regulation of transcription, DNA-templated [GO:0006355]; regulation of translation [GO:0006417]"
CHOYP_LOC592209.1.1|m.48009	314	1	9	3	1	2	0	-1.21	1.21	-2.0882	2.0882	0	0.560661	0	CHOYP_LOC592209.1.1|m.48009	Q8IVU9	CJ107_HUMAN	34.26	216	116	3	108	308	3	207	6.00E-31	120	1	Q8IVU9	CJ107_HUMAN	reviewed	Uncharacterized protein C10orf107	C10orf107	Homo sapiens (Human)	208						PF14769;	
CHOYP_LOC660501.1.2|m.5218	785	1	10	1	1	1	1	-1.517	1.517	-2.0851	2.0851	0	0.560731	0	CHOYP_LOC660501.1.2|m.5218	Q495T6	MMEL1_HUMAN	40.14	700	396	10	101	784	87	779	3.00E-180	543	1	Q495T6	MMEL1_HUMAN	reviewed	"Membrane metallo-endopeptidase-like 1 (EC 3.4.24.11) (Membrane metallo-endopeptidase-like 2) (NEP2(m)) (Neprilysin II) (NEPII) (Neprilysin-2) (NEP2) (NL2) [Cleaved into: Membrane metallo-endopeptidase-like 1, soluble form (Neprilysin-2 secreted) (NEP2(s))]"	MMEL1 MELL1 MMEL2 NEP2	Homo sapiens (Human)	779		GO:0004222; GO:0005576; GO:0016021; GO:0046872			cd08662;	PF01431;PF05649;	extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]
CHOYP_LOC100367356.1.1|m.29181	438	12	21	12	9	9	8	-0.522	0.522	-2.0838	2.0838	0	0.560761	0	CHOYP_LOC100367356.1.1|m.29181	A4D263	CG072_HUMAN	33.71	350	211	7	87	427	96	433	1.00E-39	152	1	A4D263	CG072_HUMAN	reviewed	Uncharacterized protein C7orf72	C7orf72	Homo sapiens (Human)	438						PF15073;	
CHOYP_LOC100367352.1.1|m.27863	901	0	11	0	1	2	0	-1.259	1.259	-2.0814	2.0814	0	0.560816	0	CHOYP_LOC100367352.1.1|m.27863	Q4G0U5	PCDP1_HUMAN	38.7	814	452	16	34	836	32	809	0	564	1	Q4G0U5	PCDP1_HUMAN	reviewed	Cilia- and flagella-associated protein 221 (Primary ciliary dyskinesia protein 1)	CFAP221 PCDP1	Homo sapiens (Human)	840	cilium assembly [GO:0060271]; cilium movement [GO:0003341]; motile cilium assembly [GO:0044458]	GO:0003341; GO:0005516; GO:0005737; GO:0005929; GO:0005930; GO:0044458; GO:0060271					axoneme [GO:0005930]; cilium [GO:0005929]; cytoplasm [GO:0005737]; calmodulin binding [GO:0005516]; cilium assembly [GO:0060271]; cilium movement [GO:0003341]; motile cilium assembly [GO:0044458]
CHOYP_LOC100378083.3.3|m.65631	787	5	6	4	1	3	0	-1.117	1.117	-2.0763	2.0763	0	0.560933	0	CHOYP_LOC100378083.3.3|m.65631	Q6Q899	DDX58_MOUSE	27.66	734	458	23	52	748	196	893	9.00E-52	198	1	Q6Q899	DDX58_MOUSE	reviewed	Probable ATP-dependent RNA helicase DDX58 (EC 3.6.4.13) (DEAD box protein 58) (RIG-I-like receptor 1) (RLR-1) (Retinoic acid-inducible gene 1 protein) (RIG-1) (Retinoic acid-inducible gene I protein) (RIG-I)	Ddx58	Mus musculus (Mouse)	926	detection of virus [GO:0009597]; innate immune response [GO:0045087]; negative regulation of type I interferon production [GO:0032480]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of gene expression [GO:0010628]; positive regulation of granulocyte macrophage colony-stimulating factor production [GO:0032725]; positive regulation of interferon-alpha production [GO:0032727]; positive regulation of interferon-beta production [GO:0032728]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of transcription factor import into nucleus [GO:0042993]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; regulation of cell migration [GO:0030334]; response to exogenous dsRNA [GO:0043330]; response to virus [GO:0009615]; RIG-I signaling pathway [GO:0039529]	GO:0002230; GO:0003690; GO:0003725; GO:0003727; GO:0004386; GO:0005524; GO:0005737; GO:0005829; GO:0005923; GO:0008270; GO:0009597; GO:0009615; GO:0010628; GO:0015629; GO:0030334; GO:0031625; GO:0032480; GO:0032587; GO:0032725; GO:0032727; GO:0032728; GO:0032755; GO:0032757; GO:0039529; GO:0042802; GO:0042993; GO:0043330; GO:0045087; GO:0045944				PF16739;PF00271;PF04851;PF11648;	actin cytoskeleton [GO:0015629]; bicellular tight junction [GO:0005923]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; ruffle membrane [GO:0032587]; ATP binding [GO:0005524]; double-stranded DNA binding [GO:0003690]; double-stranded RNA binding [GO:0003725]; helicase activity [GO:0004386]; identical protein binding [GO:0042802]; single-stranded RNA binding [GO:0003727]; ubiquitin protein ligase binding [GO:0031625]; zinc ion binding [GO:0008270]; detection of virus [GO:0009597]; innate immune response [GO:0045087]; negative regulation of type I interferon production [GO:0032480]; positive regulation of defense response to virus by host [GO:0002230]; positive regulation of gene expression [GO:0010628]; positive regulation of granulocyte macrophage colony-stimulating factor production [GO:0032725]; positive regulation of interferon-alpha production [GO:0032727]; positive regulation of interferon-beta production [GO:0032728]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of transcription factor import into nucleus [GO:0042993]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; regulation of cell migration [GO:0030334]; response to exogenous dsRNA [GO:0043330]; response to virus [GO:0009615]; RIG-I signaling pathway [GO:0039529]
CHOYP_COL4A4.1.1|m.30919	221	4	9	2	2	2	0	-1.156	1.156	-2.0682	2.0682	0	0.561119	0	CHOYP_COL4A4.1.1|m.30919	Q5U3G1	COL11_DANRE	32.24	183	106	5	1	183	28	192	0.000000001	59.7	1	Q5U3G1	COL11_DANRE	reviewed	Collectin-11	colec11 zgc:103572	Danio rerio (Zebrafish) (Brachydanio rerio)	271	developmental process [GO:0032502]; neural crest cell migration [GO:0001755]	GO:0001755; GO:0005537; GO:0005576; GO:0005581; GO:0032502			cd03591;	PF01391;PF00059;	collagen trimer [GO:0005581]; extracellular region [GO:0005576]; mannose binding [GO:0005537]; developmental process [GO:0032502]; neural crest cell migration [GO:0001755]
CHOYP_LOC100548534.1.1|m.26485	382	3	7	0	0	0	0	-1.421	1.421	-2.0664	2.0664	0	0.56116	0	CHOYP_LOC100548534.1.1|m.26485	Q01177	PLMN_RAT	39.48	423	181	14	2	378	168	561	3.00E-80	268	1	Q01177	PLMN_RAT	reviewed	"Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]"	Plg	Rattus norvegicus (Rat)	812	blood coagulation [GO:0007596]; fibrinolysis [GO:0042730]; labyrinthine layer blood vessel development [GO:0060716]; mononuclear cell migration [GO:0071674]; muscle cell cellular homeostasis [GO:0046716]; myoblast differentiation [GO:0045445]; proteolysis involved in cellular protein catabolic process [GO:0051603]; tissue regeneration [GO:0042246]; tissue remodeling [GO:0048771]; trophoblast giant cell differentiation [GO:0060707]	GO:0004175; GO:0004252; GO:0005576; GO:0005886; GO:0007596; GO:0019897; GO:0042246; GO:0042730; GO:0043231; GO:0045445; GO:0046716; GO:0048771; GO:0051603; GO:0060707; GO:0060716; GO:0071674			cd00190;	PF00051;PF00024;PF00089;	extracellular region [GO:0005576]; extrinsic component of plasma membrane [GO:0019897]; intracellular membrane-bounded organelle [GO:0043231]; plasma membrane [GO:0005886]; endopeptidase activity [GO:0004175]; serine-type endopeptidase activity [GO:0004252]; blood coagulation [GO:0007596]; fibrinolysis [GO:0042730]; labyrinthine layer blood vessel development [GO:0060716]; mononuclear cell migration [GO:0071674]; muscle cell cellular homeostasis [GO:0046716]; myoblast differentiation [GO:0045445]; proteolysis involved in cellular protein catabolic process [GO:0051603]; tissue regeneration [GO:0042246]; tissue remodeling [GO:0048771]; trophoblast giant cell differentiation [GO:0060707]
CHOYP_LOC100495846.1.1|m.11305	742	11	18	6	4	9	6	-0.603	0.603	-2.0653	2.0653	0	0.561186	0	CHOYP_LOC100495846.1.1|m.11305	O88554	PARP2_MOUSE	56.53	536	216	7	213	740	29	555	0	632	1	O88554	PARP2_MOUSE	reviewed	Poly [ADP-ribose] polymerase 2 (PARP-2) (mPARP-2) (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 2) (ARTD2) (NAD(+) ADP-ribosyltransferase 2) (ADPRT-2) (Poly[ADP-ribose] synthase 2) (pADPRT-2)	Parp2 Adprt2 Adprtl2 Aspartl2	Mus musculus (Mouse)	559	base-excision repair [GO:0006284]; DNA ligation involved in DNA repair [GO:0051103]; DNA repair [GO:0006281]; extrinsic apoptotic signaling pathway [GO:0097191]; lagging strand elongation [GO:0006273]; protein ADP-ribosylation [GO:0006471]	GO:0003677; GO:0003910; GO:0003950; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0006273; GO:0006281; GO:0006284; GO:0006471; GO:0051103; GO:0097191				PF00644;PF02877;PF05406;	cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA ligase (ATP) activity [GO:0003910]; NAD+ ADP-ribosyltransferase activity [GO:0003950]; base-excision repair [GO:0006284]; DNA ligation involved in DNA repair [GO:0051103]; DNA repair [GO:0006281]; extrinsic apoptotic signaling pathway [GO:0097191]; lagging strand elongation [GO:0006273]; protein ADP-ribosylation [GO:0006471]
CHOYP_LOC100889738.1.1|m.41184	983	10	4	6	4	3	2	-0.801	0.801	-2.0606	2.0606	0	0.561295	0	CHOYP_LOC100889738.1.1|m.41184	Q6NXI6	RPRD2_MOUSE	37.85	362	187	4	13	346	27	378	2.00E-70	260	1	Q6NXI6	RPRD2_MOUSE	reviewed	Regulation of nuclear pre-mRNA domain-containing protein 2	Rprd2 Kiaa0460	Mus musculus (Mouse)	1469		GO:0016591				PF16566;PF04818;	"DNA-directed RNA polymerase II, holoenzyme [GO:0016591]"
CHOYP_LOC100375314.1.1|m.19446	545	6	6	4	3	1	2	-0.968	0.968	-2.0596	2.0596	0	0.561318	0	CHOYP_LOC100375314.1.1|m.19446	P18142	D2_DICDI	37.58	471	280	9	25	492	33	492	2.00E-93	301	1	P18142	D2_DICDI	reviewed	cAMP-regulated D2 protein	D2 DDB_G0283085	Dictyostelium discoideum (Slime mold)	535		GO:0033118; GO:0052689				PF00135;	esterosome membrane [GO:0033118]; carboxylic ester hydrolase activity [GO:0052689]
CHOYP_DWIL_GK12566.1.1|m.26720	941	2	8	1	0	0	0	-1.431	1.431	-2.0543	2.0543	0	0.561441	0																												
CHOYP_RBM20.1.2|m.2222	954	12	11	7	5	7	4	-0.629	0.629	-2.0527	2.0527	0	0.561479	0	CHOYP_RBM20.1.2|m.2222	Q8K310	MATR3_MOUSE	58.33	48	20	0	840	887	783	830	2.00E-12	75.5	1	Q8K310	MATR3_MOUSE	reviewed	Matrin-3	Matr3	Mus musculus (Mouse)	846	heart valve development [GO:0003170]; posttranscriptional regulation of gene expression [GO:0010608]; ventricular septum development [GO:0003281]	GO:0000166; GO:0003170; GO:0003281; GO:0003723; GO:0005634; GO:0008270; GO:0010608; GO:0016020; GO:0016363					membrane [GO:0016020]; nuclear matrix [GO:0016363]; nucleus [GO:0005634]; nucleotide binding [GO:0000166]; RNA binding [GO:0003723]; zinc ion binding [GO:0008270]; heart valve development [GO:0003170]; posttranscriptional regulation of gene expression [GO:0010608]; ventricular septum development [GO:0003281]
CHOYP_LOC100185271.1.1|m.19210	196	3	9	5	2	4	1	-0.906	0.906	-2.0508	2.0508	0	0.561523	0																												
CHOYP_MYO3AL.1.1|m.8123	1088	2	8	3	2	1	1	-1.241	1.241	-2.0371	2.0371	0	0.561845	0	CHOYP_MYO3AL.1.1|m.8123	Q1EG27	MYO3B_MOUSE	44.81	752	378	13	4	727	328	1070	0	620	1	Q1EG27	MYO3B_MOUSE	reviewed	Myosin-IIIb (EC 2.7.11.1)	Myo3b	Mus musculus (Mouse)	1305	peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; positive regulation of filopodium assembly [GO:0051491]; protein autophosphorylation [GO:0046777]; response to stimulus [GO:0050896]; visual perception [GO:0007601]	GO:0000146; GO:0001750; GO:0001917; GO:0004674; GO:0005524; GO:0005737; GO:0007601; GO:0016459; GO:0018105; GO:0018107; GO:0032426; GO:0032433; GO:0046777; GO:0050896; GO:0051491				PF00612;PF00063;PF00069;	cytoplasm [GO:0005737]; filopodium tip [GO:0032433]; myosin complex [GO:0016459]; photoreceptor inner segment [GO:0001917]; photoreceptor outer segment [GO:0001750]; stereocilium tip [GO:0032426]; ATP binding [GO:0005524]; microfilament motor activity [GO:0000146]; protein serine/threonine kinase activity [GO:0004674]; peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; positive regulation of filopodium assembly [GO:0051491]; protein autophosphorylation [GO:0046777]; response to stimulus [GO:0050896]; visual perception [GO:0007601]
CHOYP_contig_038859|m.43982	139	2	3	7	0	2	0	-1.148	1.148	-2.0333	2.0333	0	0.561935	0																												
CHOYP_BRAFLDRAFT_119209.1.1|m.4850	434	1	10	0	0	1	0	-1.458	1.458	-2.0321	2.0321	0	0.561963	0																												
CHOYP_TRIADDRAFT_56463.2.2|m.36123	3981	3	7	3	1	2	1	-1.219	1.219	-2.0297	2.0297	0	0.56202	0	CHOYP_TRIADDRAFT_56463.2.2|m.36123	Q96M86	DNHD1_HUMAN	21.75	469	293	15	676	1094	1420	1864	0.00000002	64.7	1	Q96M86	DNHD1_HUMAN	reviewed	Dynein heavy chain domain-containing protein 1 (Dynein heavy chain domain 1-like protein) (Protein CCDC35)	DNHD1 C11orf47 CCDC35 DHCD1 DNHD1L UNQ5781/PRO12970	Homo sapiens (Human)	4753	microtubule-based movement [GO:0007018]	GO:0003777; GO:0007018; GO:0030286; GO:0070062				PF08393;PF03028;PF12777;	dynein complex [GO:0030286]; extracellular exosome [GO:0070062]; microtubule motor activity [GO:0003777]; microtubule-based movement [GO:0007018]
CHOYP_DMOJ_GI23261.1.2|m.12269	509	2	7	2	1	0	0	-1.353	1.353	-2.0266	2.0266	0	0.562094	0																												
